,index,Actor,ActorID,Film,Year,Votes,Rating,FilmID,in_endgame
899,92557,James D'Arcy,nm0195439,Wilde,1997,14793,6.9,tt0120514,1
900,97970,Chris Evans,nm0262635,Avengers: Endgame,2019,849079,8.4,tt4154796,1
901,97971,Chris Evans,nm0262635,Knives Out,2019,476615,7.9,tt8946378,1
902,97972,Chris Evans,nm0262635,Captain Marvel,2019,460391,6.9,tt4154664,1
903,97973,Chris Evans,nm0262635,The Red Sea Diving Resort,2019,24653,6.6,tt4995776,1
904,97974,Chris Evans,nm0262635,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
905,97975,Chris Evans,nm0262635,Spider-Man: Homecoming,2017,523789,7.4,tt2250912,1
906,97976,Chris Evans,nm0262635,Gifted,2017,101686,7.6,tt4481414,1
907,97977,Chris Evans,nm0262635,Captain America: Civil War,2016,675997,7.8,tt3498820,1
908,97978,Chris Evans,nm0262635,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
909,97979,Chris Evans,nm0262635,Ant-Man,2015,579879,7.3,tt0478970,1
910,97980,Chris Evans,nm0262635,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
911,97981,Chris Evans,nm0262635,Before We Go,2014,53054,6.8,tt0443465,1
912,97982,Chris Evans,nm0262635,Playing It Cool,2014,26272,6.0,tt2139555,1
913,97983,Chris Evans,nm0262635,Thor: The Dark World,2013,604478,6.9,tt1981115,1
914,97984,Chris Evans,nm0262635,Snowpiercer,2013,327377,7.1,tt1706620,1
915,97985,Chris Evans,nm0262635,The Avengers,2012,1273277,8.0,tt0848228,1
916,97986,Chris Evans,nm0262635,The Iceman,2012,71083,6.8,tt1491044,1
917,97987,Chris Evans,nm0262635,Captain America: The First Avenger,2011,751881,6.9,tt0458339,1
918,97988,Chris Evans,nm0262635,What's Your Number?,2011,73083,6.1,tt0770703,1
919,97989,Chris Evans,nm0262635,Puncture,2011,22980,6.8,tt1582248,1
920,97990,Chris Evans,nm0262635,Scott Pilgrim vs. the World,2010,384035,7.5,tt0446029,1
921,97991,Chris Evans,nm0262635,The Losers,2010,92413,6.3,tt0480255,1
922,97992,Chris Evans,nm0262635,Push,2009,106464,6.1,tt0465580,1
923,97993,Chris Evans,nm0262635,Street Kings,2008,107760,6.8,tt0421073,1
924,97994,Chris Evans,nm0262635,The Loss of a Teardrop Diamond,2008,2441,5.8,tt0896031,1
925,97995,Chris Evans,nm0262635,Fantastic 4: Rise of the Silver Surfer,2007,252157,5.6,tt0486576,1
926,97996,Chris Evans,nm0262635,Sunshine,2007,235255,7.2,tt0448134,1
927,97997,Chris Evans,nm0262635,TMNT,2007,61641,6.2,tt0453556,1
928,97998,Chris Evans,nm0262635,The Nanny Diaries,2007,56273,6.2,tt0489237,1
929,97999,Chris Evans,nm0262635,Battle for Terra,2007,11369,6.5,tt0858486,1
930,98000,Chris Evans,nm0262635,Fantastic Four,2005,313305,5.7,tt0120667,1
931,98001,Chris Evans,nm0262635,London,2005,22447,6.5,tt0449061,1
932,98002,Chris Evans,nm0262635,Fierce People,2005,6520,6.5,tt0401420,1
933,98003,Chris Evans,nm0262635,Cellular,2004,93881,6.5,tt0337921,1
934,98004,Chris Evans,nm0262635,The Perfect Score,2004,23913,5.7,tt0314498,1
935,98005,Chris Evans,nm0262635,Not Another Teen Movie,2001,98461,5.7,tt0277371,1
936,98006,Chris Evans,nm0262635,The Newcomers,2000,347,4.5,tt0221431,1
937,98838,Jon Favreau,nm0269463,Avengers: Endgame,2019,849079,8.4,tt4154796,1
938,98839,Jon Favreau,nm0269463,Spider-Man: Far from Home,2019,336117,7.5,tt6320628,1
939,98840,Jon Favreau,nm0269463,Solo: A Star Wars Story,2018,297940,6.9,tt3778644,1
940,98841,Jon Favreau,nm0269463,Spider-Man: Homecoming,2017,523789,7.4,tt2250912,1
941,98842,Jon Favreau,nm0269463,The Jungle Book,2016,260737,7.4,tt3040964,1
942,98843,Jon Favreau,nm0269463,Term Life,2016,7148,5.6,tt2978102,1
943,98844,Jon Favreau,nm0269463,Entourage,2015,76584,6.6,tt1674771,1
944,98845,Jon Favreau,nm0269463,Chef,2014,198931,7.3,tt2883512,1
945,98846,Jon Favreau,nm0269463,The Wolf of Wall Street,2013,1209490,8.2,tt0993846,1
946,98847,Jon Favreau,nm0269463,Iron Man 3,2013,765019,7.1,tt1300854,1
947,98848,Jon Favreau,nm0269463,Identity Thief,2013,125970,5.7,tt2024432,1
948,98849,Jon Favreau,nm0269463,John Carter,2012,256421,6.6,tt0401729,1
949,98850,Jon Favreau,nm0269463,People Like Us,2012,41708,7.1,tt1716777,1
950,98851,Jon Favreau,nm0269463,Zookeeper,2011,57926,5.2,tt1222817,1
951,98852,Jon Favreau,nm0269463,Iron Man 2,2010,732064,7.0,tt1228705,1
952,98853,Jon Favreau,nm0269463,"I Love You, Man",2009,194944,7.0,tt1155056,1
953,98854,Jon Favreau,nm0269463,Couples Retreat,2009,102329,5.5,tt1078940,1
954,98855,Jon Favreau,nm0269463,G-Force,2009,43155,5.1,tt0436339,1
955,98856,Jon Favreau,nm0269463,Iron Man,2008,951095,7.9,tt0371746,1
956,98857,Jon Favreau,nm0269463,Four Christmases,2008,66531,5.7,tt0369436,1
957,98858,Jon Favreau,nm0269463,The Break-Up,2006,126403,5.8,tt0452594,1
958,98859,Jon Favreau,nm0269463,Open Season,2006,87478,6.1,tt0400717,1
959,98860,Jon Favreau,nm0269463,Wimbledon,2004,60534,6.3,tt0360201,1
960,98861,Jon Favreau,nm0269463,Elf,2003,232923,7.0,tt0319343,1
961,98862,Jon Favreau,nm0269463,Daredevil,2003,207657,5.3,tt0287978,1
962,98863,Jon Favreau,nm0269463,Something's Gotta Give,2003,113144,6.7,tt0337741,1
963,98864,Jon Favreau,nm0269463,The Big Empty,2003,3852,6.1,tt0321442,1
964,98865,Jon Favreau,nm0269463,Made,2001,17486,6.4,tt0227005,1
965,98866,Jon Favreau,nm0269463,The Replacements,2000,58832,6.6,tt0191397,1
966,98867,Jon Favreau,nm0269463,Love & Sex,2000,5265,6.2,tt0234137,1
967,98868,Jon Favreau,nm0269463,Deep Impact,1998,165902,6.2,tt0120647,1
968,98869,Jon Favreau,nm0269463,Very Bad Things,1998,45177,6.4,tt0124198,1
969,98870,Jon Favreau,nm0269463,Dogtown,1997,360,5.3,tt0119001,1
970,98871,Jon Favreau,nm0269463,Swingers,1996,75911,7.2,tt0117802,1
971,98872,Jon Favreau,nm0269463,Persons Unknown,1996,719,5.4,tt0117324,1
972,98873,Jon Favreau,nm0269463,Batman Forever,1995,236562,5.4,tt0112462,1
973,98874,Jon Favreau,nm0269463,Notes from Underground,1995,379,6.4,tt0114005,1
974,98875,Jon Favreau,nm0269463,PCU,1994,12080,6.6,tt0110759,1
975,98876,Jon Favreau,nm0269463,Speechless,1994,4805,5.8,tt0111256,1
976,98877,Jon Favreau,nm0269463,Mrs. Parker and the Vicious Circle,1994,4227,6.4,tt0110588,1
977,98878,Jon Favreau,nm0269463,Rudy,1993,57417,7.5,tt0108002,1
978,98879,Jon Favreau,nm0269463,Hoffa,1992,21582,6.6,tt0104427,1
979,98880,Jon Favreau,nm0269463,Folks!,1992,2442,5.8,tt0104283,1
980,103615,Patrick Gorman,nm0331112,Painter,2020,136,4.3,tt7772872,1
981,103616,Patrick Gorman,nm0331112,Avengers: Endgame,2019,849079,8.4,tt4154796,1
982,103617,Patrick Gorman,nm0331112,Like.Share.Follow.,2017,1693,5.1,tt7441032,1
983,103618,Patrick Gorman,nm0331112,Gehenna: Where Death Lives,2016,1699,5.0,tt4499228,1
984,103619,Patrick Gorman,nm0331112,Leaves of the Tree,2016,112,5.6,tt3417316,1
985,103620,Patrick Gorman,nm0331112,About Scout,2015,696,6.6,tt3252998,1
986,103621,Patrick Gorman,nm0331112,Train Station,2015,144,5.7,tt2575290,1
987,103622,Patrick Gorman,nm0331112,Framily,2010,130,6.2,tt1537770,1
988,103623,Patrick Gorman,nm0331112,The Open Door,2008,459,4.1,tt1308660,1
989,103624,Patrick Gorman,nm0331112,Disfigured,2008,310,6.6,tt0830535,1
990,103625,Patrick Gorman,nm0331112,Short Track,2008,108,4.6,tt0473539,1
991,103626,Patrick Gorman,nm0331112,Shut Up and Shoot!,2006,415,3.3,tt0433451,1
992,103627,Patrick Gorman,nm0331112,Gods and Generals,2003,15450,6.4,tt0279111,1
993,103628,Patrick Gorman,nm0331112,Wounded,1997,615,5.5,tt0120534,1
994,103629,Patrick Gorman,nm0331112,Wild Bill,1995,6532,5.9,tt0114938,1
995,103630,Patrick Gorman,nm0331112,On Deadly Ground,1994,22419,4.6,tt0110725,1
996,103631,Patrick Gorman,nm0331112,Gettysburg,1993,26209,7.6,tt0107007,1
997,103632,Patrick Gorman,nm0331112,Above the Law,1988,28994,6.0,tt0094602,1
998,103633,Patrick Gorman,nm0331112,Wanted: Dead or Alive,1986,4605,6.0,tt0094293,1
999,103634,Patrick Gorman,nm0331112,In the Shadow of Kilimanjaro,1986,380,5.2,tt0091264,1
1000,103635,Patrick Gorman,nm0331112,John Wycliffe: The Morning Star,1984,130,6.7,tt0390145,1
1001,103636,Patrick Gorman,nm0331112,The Nude Bomb,1980,3027,5.2,tt0081249,1
1002,103637,Patrick Gorman,nm0331112,Cheaper to Keep Her,1980,134,5.6,tt0080519,1
1003,103638,Patrick Gorman,nm0331112,The Concorde... Airport '79,1979,5736,4.5,tt0078740,1
1004,103639,Patrick Gorman,nm0331112,Alice Sweet Alice,1976,9817,6.5,tt0076150,1
1005,103640,Patrick Gorman,nm0331112,Three Days of the Condor,1975,48817,7.4,tt0073802,1
1006,104991,Frank Grillo,nm0342029,Boss Level,2021,18325,6.9,tt7638348,1
1007,104992,Frank Grillo,nm0342029,Cosmic Sin,2021,3895,2.5,tt11762434,1
1008,104993,Frank Grillo,nm0342029,Body Brokers,2021,587,6.2,tt9585676,1
1009,104994,Frank Grillo,nm0342029,Jiu Jitsu,2020,5320,2.9,tt9624766,1
1010,104995,Frank Grillo,nm0342029,No Man's Land,2020,384,5.1,tt10449052,1
1011,104996,Frank Grillo,nm0342029,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1012,104997,Frank Grillo,nm0342029,Black and Blue,2019,17308,6.4,tt7390646,1
1013,104998,Frank Grillo,nm0342029,Point Blank,2019,12312,5.7,tt2499472,1
1014,104999,Frank Grillo,nm0342029,Into the Ashes,2019,2281,5.3,tt3138122,1
1015,105000,Frank Grillo,nm0342029,Hell on the Border,2019,952,4.2,tt8652584,1
1016,105001,Frank Grillo,nm0342029,Reprisal,2018,6179,4.3,tt6547170,1
1017,105002,Frank Grillo,nm0342029,Donnybrook,2018,1825,5.4,tt7087210,1
1018,105003,Frank Grillo,nm0342029,Beyond Skyline,2017,19622,5.3,tt1724970,1
1019,105004,Frank Grillo,nm0342029,Wheelman,2017,17915,6.4,tt5723286,1
1020,105005,Frank Grillo,nm0342029,Wolf Warrior 2,2017,6990,6.0,tt7131870,1
1021,105006,Frank Grillo,nm0342029,Stephanie,2017,5287,5.8,tt3829378,1
1022,105007,Frank Grillo,nm0342029,The Crash,2017,1236,4.3,tt3297382,1
1023,105008,Frank Grillo,nm0342029,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1024,105009,Frank Grillo,nm0342029,The Purge: Election Year,2016,90884,6.0,tt4094724,1
1025,105010,Frank Grillo,nm0342029,Demonic,2015,13881,5.3,tt1841642,1
1026,105011,Frank Grillo,nm0342029,Big Sky,2015,1376,4.4,tt2689958,1
1027,105012,Frank Grillo,nm0342029,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1028,105013,Frank Grillo,nm0342029,The Purge: Anarchy,2014,139689,6.4,tt2975578,1
1029,105014,Frank Grillo,nm0342029,Gangster Squad,2013,207303,6.7,tt1321870,1
1030,105015,Frank Grillo,nm0342029,Homefront,2013,110490,6.5,tt2312718,1
1031,105016,Frank Grillo,nm0342029,Collision,2013,2909,5.9,tt1680123,1
1032,105017,Frank Grillo,nm0342029,Zero Dark Thirty,2012,274879,7.4,tt1790885,1
1033,105018,Frank Grillo,nm0342029,End of Watch,2012,229856,7.6,tt1855199,1
1034,105019,Frank Grillo,nm0342029,Disconnect,2012,73405,7.5,tt1433811,1
1035,105020,Frank Grillo,nm0342029,Lay the Favorite,2012,11196,4.8,tt1132449,1
1036,105021,Frank Grillo,nm0342029,Warrior,2011,439881,8.2,tt1291584,1
1037,105022,Frank Grillo,nm0342029,The Grey,2011,241965,6.8,tt1601913,1
1038,105023,Frank Grillo,nm0342029,Edge of Darkness,2010,90398,6.6,tt1226273,1
1039,105024,Frank Grillo,nm0342029,My Soul to Take,2010,19639,4.8,tt0872230,1
1040,105025,Frank Grillo,nm0342029,Mother's Day,2010,16158,6.3,tt1434435,1
1041,105026,Frank Grillo,nm0342029,Blue Eyes,2009,494,7.0,tt1552436,1
1042,105027,Frank Grillo,nm0342029,Pride and Glory,2008,59241,6.6,tt0482572,1
1043,105028,Frank Grillo,nm0342029,iMurders,2008,982,3.9,tt1007032,1
1044,105029,Frank Grillo,nm0342029,April's Shower,2003,669,5.0,tt0325007,1
1045,105030,Frank Grillo,nm0342029,Minority Report,2002,512194,7.6,tt0181689,1
1046,105031,Frank Grillo,nm0342029,The Sweetest Thing,2002,55281,5.2,tt0253867,1
1047,105532,Sean Gunn,nm0348231,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1048,105533,Sean Gunn,nm0348231,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1049,105534,Sean Gunn,nm0348231,Guardians of the Galaxy Vol. 2,2017,580143,7.6,tt3896198,1
1050,105535,Sean Gunn,nm0348231,Different Flowers,2017,476,5.3,tt6096194,1
1051,105536,Sean Gunn,nm0348231,The Belko Experiment,2016,44981,6.1,tt1082807,1
1052,105537,Sean Gunn,nm0348231,Ordinary World,2016,2864,5.5,tt4189494,1
1053,105538,Sean Gunn,nm0348231,A Boy Called Po,2016,777,6.6,tt1401621,1
1054,105539,Sean Gunn,nm0348231,Guardians of the Galaxy,2014,1055470,8.0,tt2015381,1
1055,105540,Sean Gunn,nm0348231,The Hive,2014,1906,5.2,tt3745906,1
1056,105541,Sean Gunn,nm0348231,The Giant Mechanical Man,2012,9683,6.7,tt1769363,1
1057,105542,Sean Gunn,nm0348231,Super,2010,75456,6.7,tt1512235,1
1058,105543,Sean Gunn,nm0348231,"Jesus, Mary and Joey",2005,342,4.8,tt0325651,1
1059,105544,Sean Gunn,nm0348231,Pearl Harbor,2001,313400,6.2,tt0213149,1
1060,105545,Sean Gunn,nm0348231,The Specials,2000,2180,5.8,tt0181836,1
1061,105546,Sean Gunn,nm0348231,The Auteur Theory,1999,247,5.1,tt0159259,1
1062,105547,Sean Gunn,nm0348231,Stricken,1997,144,3.3,tt0149178,1
1063,105548,Sean Gunn,nm0348231,Tromeo and Juliet,1996,5803,6.1,tt0114733,1
1064,112326,Ken Jeong,nm0421822,Tom and Jerry,2021,18880,5.2,tt1361336,1
1065,112327,Ken Jeong,nm0421822,Boss Level,2021,18325,6.9,tt7638348,1
1066,112328,Ken Jeong,nm0421822,My Spy,2020,23835,6.3,tt8242084,1
1067,112329,Ken Jeong,nm0421822,Scoob!,2020,20220,5.7,tt3152592,1
1068,112330,Ken Jeong,nm0421822,Over the Moon,2020,14615,6.4,tt7488208,1
1069,112331,Ken Jeong,nm0421822,Occupation: Rainfall,2020,1107,6.7,tt8615822,1
1070,112332,Ken Jeong,nm0421822,The Opening Act,2020,765,6.1,tt8633748,1
1071,112333,Ken Jeong,nm0421822,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1072,112334,Ken Jeong,nm0421822,Lady and the Tramp,2019,17893,6.3,tt8096832,1
1073,112335,Ken Jeong,nm0421822,Wonder Park,2019,10364,5.9,tt6428676,1
1074,112336,Ken Jeong,nm0421822,Saving Zoe,2019,1667,5.3,tt7319822,1
1075,112337,Ken Jeong,nm0421822,Elsewhere,2019,642,5.9,tt7364522,1
1076,112338,Ken Jeong,nm0421822,Crazy Rich Asians,2018,145409,6.9,tt3104988,1
1077,112339,Ken Jeong,nm0421822,Goosebumps 2: Haunted Halloween,2018,18277,5.6,tt5664636,1
1078,112340,Ken Jeong,nm0421822,Then Came You,2018,10098,7.0,tt4859168,1
1079,112341,Ken Jeong,nm0421822,Killing Hasselhoff,2017,2401,4.5,tt2967226,1
1080,112342,Ken Jeong,nm0421822,Ride Along 2,2016,53855,5.9,tt2869728,1
1081,112343,Ken Jeong,nm0421822,The DUFF,2015,84853,6.5,tt1666801,1
1082,112344,Ken Jeong,nm0421822,Norm of the North,2015,8742,3.4,tt1594972,1
1083,112345,Ken Jeong,nm0421822,Advantageous,2015,4970,6.2,tt3090670,1
1084,112346,Ken Jeong,nm0421822,Penguins of Madagascar,2014,80336,6.7,tt1911658,1
1085,112347,Ken Jeong,nm0421822,Despicable Me 2,2013,372482,7.3,tt1690953,1
1086,112348,Ken Jeong,nm0421822,The Hangover Part III,2013,295515,5.8,tt1951261,1
1087,112349,Ken Jeong,nm0421822,Pain & Gain,2013,202325,6.4,tt1980209,1
1088,112350,Ken Jeong,nm0421822,Turbo,2013,85892,6.4,tt1860353,1
1089,112351,Ken Jeong,nm0421822,Rapture-Palooza,2013,11381,5.2,tt1879032,1
1090,112352,Ken Jeong,nm0421822,The Hangover Part II,2011,466764,6.5,tt1411697,1
1091,112353,Ken Jeong,nm0421822,Transformers: Dark of the Moon,2011,386493,6.2,tt1399103,1
1092,112354,Ken Jeong,nm0421822,The Muppets,2011,88050,7.1,tt1204342,1
1093,112355,Ken Jeong,nm0421822,Zookeeper,2011,57926,5.2,tt1222817,1
1094,112356,Ken Jeong,nm0421822,"Big Mommas: Like Father, Like Son",2011,25701,4.4,tt1464174,1
1095,112357,Ken Jeong,nm0421822,Despicable Me,2010,504665,7.6,tt1323594,1
1096,112358,Ken Jeong,nm0421822,Vampires Suck,2010,46780,3.4,tt1666186,1
1097,112359,Ken Jeong,nm0421822,Furry Vengeance,2010,15881,3.8,tt0492389,1
1098,112360,Ken Jeong,nm0421822,How to Make Love to a Woman,2010,2957,4.1,tt1241017,1
1099,112361,Ken Jeong,nm0421822,Birds of Paradise,2010,255,3.7,tt0811021,1
1100,112362,Ken Jeong,nm0421822,The Hangover,2009,722283,7.7,tt1119646,1
1101,112363,Ken Jeong,nm0421822,Couples Retreat,2009,102329,5.5,tt1078940,1
1102,112364,Ken Jeong,nm0421822,All About Steve,2009,39917,4.8,tt0881891,1
1103,112365,Ken Jeong,nm0421822,"The Goods: Live Hard, Sell Hard",2009,20837,5.8,tt1092633,1
1104,112366,Ken Jeong,nm0421822,Pineapple Express,2008,318420,6.9,tt0910936,1
1105,112367,Ken Jeong,nm0421822,Step Brothers,2008,270393,6.9,tt0838283,1
1106,112368,Ken Jeong,nm0421822,Role Models,2008,221330,6.8,tt0430922,1
1107,112369,Ken Jeong,nm0421822,Knocked Up,2007,352729,6.9,tt0478311,1
1108,112370,Ken Jeong,nm0421822,Uncle P,2007,488,3.5,tt0365880,1
1109,112403,Scarlett Johansson,nm0424060,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1110,112404,Scarlett Johansson,nm0424060,Captain Marvel,2019,460391,6.9,tt4154664,1
1111,112405,Scarlett Johansson,nm0424060,Jojo Rabbit,2019,310904,7.9,tt2584384,1
1112,112406,Scarlett Johansson,nm0424060,Marriage Story,2019,254196,7.9,tt7653254,1
1113,112407,Scarlett Johansson,nm0424060,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1114,112408,Scarlett Johansson,nm0424060,Isle of Dogs,2018,142402,7.9,tt5104604,1
1115,112409,Scarlett Johansson,nm0424060,Ghost in the Shell,2017,198289,6.3,tt1219827,1
1116,112410,Scarlett Johansson,nm0424060,Rough Night,2017,47784,5.2,tt4799050,1
1117,112411,Scarlett Johansson,nm0424060,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1118,112412,Scarlett Johansson,nm0424060,The Jungle Book,2016,260737,7.4,tt3040964,1
1119,112413,Scarlett Johansson,nm0424060,Sing,2016,135885,7.1,tt3470600,1
1120,112414,Scarlett Johansson,nm0424060,"Hail, Caesar!",2016,125408,6.3,tt0475290,1
1121,112415,Scarlett Johansson,nm0424060,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1122,112416,Scarlett Johansson,nm0424060,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1123,112417,Scarlett Johansson,nm0424060,Lucy,2014,451613,6.4,tt2872732,1
1124,112418,Scarlett Johansson,nm0424060,Chef,2014,198931,7.3,tt2883512,1
1125,112419,Scarlett Johansson,nm0424060,Her,2013,548168,8.0,tt1798709,1
1126,112420,Scarlett Johansson,nm0424060,Don Jon,2013,230274,6.5,tt2229499,1
1127,112421,Scarlett Johansson,nm0424060,Under the Skin,2013,131247,6.3,tt1441395,1
1128,112422,Scarlett Johansson,nm0424060,The Avengers,2012,1273277,8.0,tt0848228,1
1129,112423,Scarlett Johansson,nm0424060,Hitchcock,2012,72413,6.8,tt0975645,1
1130,112424,Scarlett Johansson,nm0424060,We Bought a Zoo,2011,135932,7.1,tt1389137,1
1131,112425,Scarlett Johansson,nm0424060,Iron Man 2,2010,732064,7.0,tt1228705,1
1132,112426,Scarlett Johansson,nm0424060,He's Just Not That Into You,2009,163219,6.4,tt1001508,1
1133,112427,Scarlett Johansson,nm0424060,Vicky Cristina Barcelona,2008,244042,7.1,tt0497465,1
1134,112428,Scarlett Johansson,nm0424060,The Other Boleyn Girl,2008,105601,6.7,tt0467200,1
1135,112429,Scarlett Johansson,nm0424060,The Spirit,2008,59622,4.8,tt0831887,1
1136,112430,Scarlett Johansson,nm0424060,The Nanny Diaries,2007,56273,6.2,tt0489237,1
1137,112431,Scarlett Johansson,nm0424060,The Prestige,2006,1205150,8.5,tt0482571,1
1138,112432,Scarlett Johansson,nm0424060,Scoop,2006,81311,6.6,tt0457513,1
1139,112433,Scarlett Johansson,nm0424060,The Black Dahlia,2006,71637,5.6,tt0387877,1
1140,112434,Scarlett Johansson,nm0424060,The Island,2005,301535,6.8,tt0399201,1
1141,112435,Scarlett Johansson,nm0424060,Match Point,2005,207622,7.6,tt0416320,1
1142,112436,Scarlett Johansson,nm0424060,The SpongeBob SquarePants Movie,2004,80260,7.1,tt0345950,1
1143,112437,Scarlett Johansson,nm0424060,In Good Company,2004,53700,6.4,tt0385267,1
1144,112438,Scarlett Johansson,nm0424060,A Love Song for Bobby Long,2004,25308,7.1,tt0369672,1
1145,112439,Scarlett Johansson,nm0424060,The Perfect Score,2004,23913,5.7,tt0314498,1
1146,112440,Scarlett Johansson,nm0424060,A Good Woman,2004,11556,6.5,tt0379306,1
1147,112441,Scarlett Johansson,nm0424060,Lost in Translation,2003,419842,7.7,tt0335266,1
1148,112442,Scarlett Johansson,nm0424060,Girl with a Pearl Earring,2003,72846,6.9,tt0335119,1
1149,112443,Scarlett Johansson,nm0424060,Eight Legged Freaks,2002,52937,5.4,tt0271367,1
1150,112444,Scarlett Johansson,nm0424060,Ghost World,2001,113768,7.3,tt0162346,1
1151,112445,Scarlett Johansson,nm0424060,The Man Who Wasn't There,2001,104674,7.5,tt0243133,1
1152,112446,Scarlett Johansson,nm0424060,An American Rhapsody,2001,3889,6.7,tt0221799,1
1153,112447,Scarlett Johansson,nm0424060,My Brother the Pig,1999,1354,4.0,tt0165396,1
1154,112448,Scarlett Johansson,nm0424060,The Horse Whisperer,1998,39196,6.6,tt0119314,1
1155,112449,Scarlett Johansson,nm0424060,Home Alone 3,1997,107625,4.5,tt0119303,1
1156,112450,Scarlett Johansson,nm0424060,Fall,1997,1679,6.0,tt0119098,1
1157,112451,Scarlett Johansson,nm0424060,If Lucy Fell,1996,3811,4.9,tt0116606,1
1158,112452,Scarlett Johansson,nm0424060,Manny & Lo,1996,1863,6.5,tt0116985,1
1159,112453,Scarlett Johansson,nm0424060,Just Cause,1995,24724,6.4,tt0113501,1
1160,112454,Scarlett Johansson,nm0424060,North,1994,13298,4.5,tt0110687,1
1161,117443,Brie Larson,nm0488953,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1162,117444,Brie Larson,nm0488953,Captain Marvel,2019,460391,6.9,tt4154664,1
1163,117445,Brie Larson,nm0488953,Just Mercy,2019,49581,7.6,tt4916630,1
1164,117446,Brie Larson,nm0488953,Between Two Ferns: The Movie,2019,27191,6.1,tt9398640,1
1165,117447,Brie Larson,nm0488953,Kong: Skull Island,2017,279910,6.6,tt3731562,1
1166,117448,Brie Larson,nm0488953,The Glass Castle,2017,30382,7.1,tt2378507,1
1167,117449,Brie Larson,nm0488953,Unicorn Store,2017,17710,5.5,tt2338454,1
1168,117450,Brie Larson,nm0488953,Basmati Blues,2017,1784,3.6,tt1131728,1
1169,117451,Brie Larson,nm0488953,Free Fire,2016,42770,6.4,tt4158096,1
1170,117452,Brie Larson,nm0488953,Room,2015,377583,8.1,tt3170832,1
1171,117453,Brie Larson,nm0488953,Trainwreck,2015,130311,6.2,tt3152624,1
1172,117454,Brie Larson,nm0488953,Digging for Fire,2015,5771,5.8,tt3704416,1
1173,117455,Brie Larson,nm0488953,The Gambler,2014,66714,6.1,tt2039393,1
1174,117456,Brie Larson,nm0488953,Don Jon,2013,230274,6.5,tt2229499,1
1175,117457,Brie Larson,nm0488953,The Spectacular Now,2013,145321,7.1,tt1714206,1
1176,117458,Brie Larson,nm0488953,Short Term 12,2013,82676,8.0,tt2370248,1
1177,117459,Brie Larson,nm0488953,21 Jump Street,2012,514293,7.2,tt1232829,1
1178,117460,Brie Larson,nm0488953,Rampart,2011,23188,5.8,tt1640548,1
1179,117461,Brie Larson,nm0488953,The Trouble with Bliss,2011,2490,5.3,tt1483756,1
1180,117462,Brie Larson,nm0488953,Scott Pilgrim vs. the World,2010,384035,7.5,tt0446029,1
1181,117463,Brie Larson,nm0488953,Greenberg,2010,36343,6.1,tt1234654,1
1182,117464,Brie Larson,nm0488953,House Broken,2010,2130,4.7,tt1054631,1
1183,117465,Brie Larson,nm0488953,Tanner Hall,2009,3422,5.8,tt1151410,1
1184,117466,Brie Larson,nm0488953,Just Peck,2009,885,6.1,tt1230387,1
1185,117467,Brie Larson,nm0488953,Remember the Daze,2007,3260,5.8,tt0790618,1
1186,117468,Brie Larson,nm0488953,Hoot,2006,7927,5.5,tt0453494,1
1187,117469,Brie Larson,nm0488953,Farce of the Penguins,2006,4723,4.1,tt0488539,1
1188,117470,Brie Larson,nm0488953,13 Going on 30,2004,169664,6.2,tt0337563,1
1189,117471,Brie Larson,nm0488953,Sleepover,2004,15566,5.4,tt0368975,1
1190,117472,Brie Larson,nm0488953,Madison,2001,1256,6.3,tt0206113,1
1191,118215,Stan Lee,nm0498278,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1192,118216,Stan Lee,nm0498278,Captain Marvel,2019,460391,6.9,tt4154664,1
1193,118217,Stan Lee,nm0498278,Madness in the Method,2019,1659,5.7,tt6038042,1
1194,118218,Stan Lee,nm0498278,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1195,118219,Stan Lee,nm0498278,Black Panther,2018,638034,7.3,tt1825683,1
1196,118220,Stan Lee,nm0498278,Spider-Man: Into the Spider-Verse,2018,389682,8.4,tt4633694,1
1197,118221,Stan Lee,nm0498278,Venom,2018,367855,6.7,tt1270797,1
1198,118222,Stan Lee,nm0498278,Ant-Man and the Wasp,2018,319007,7.0,tt5095030,1
1199,118223,Stan Lee,nm0498278,Teen Titans Go! To the Movies,2018,16845,6.8,tt7424200,1
1200,118224,Stan Lee,nm0498278,Thor: Ragnarok,2017,602974,7.9,tt3501632,1
1201,118225,Stan Lee,nm0498278,Guardians of the Galaxy Vol. 2,2017,580143,7.6,tt3896198,1
